position,question,topic,example_answer
mobile,What is the difference between ListView & TableView?,Xamarin,"The ListView and TableView controls are so similar, you can think of them as a single control. The major difference between the two is the manner in which they lay out their items, and it’s easy to change the layout so each control emulates the other.
The ListView control displays its data stacked vertically, much like a standard listbox. Use this control to display an ordered list of data, especially long lists that require scrolling like a list of email messages, a list of contacts, or search results.
The TableView control displays its data stacked horizontally in rows (although you can alter this behavior and have it displayed in columns first, as well). You use this control when you need more space for rich visualization of each item to be displayed.
One of the big differences is ListView provides you a ItemsSource and a Itemtemplate and TableView does not. So items must be added as children manually."
mobile,What are the various flavors of Xamarin Applications that can be made?,Xamarin,"Xamarin allows two different ways of creating applications, based on the amount of code reusability and customization:
The first approach is the Traditional Native Approach wherein platform-specific apps using Xamarin.iOSiOS and Xamarin.Android can be made. This way of creating apps is generally used when there is a lot of customization specific to the platform is required as it allows direct access to platform-specific APIs. Xamarin.iOS is used for iOS applications and Xamarin.Android is used to create Android applications.
The second approach is creating apps through Xamarin.Forms approach. Xamarin.Forms are used when there is a possibility of reuse of a lot of platform-independent code and the focus is less on custom UI. The platform-independent code is separated and kept in Shared Project or PCL or .NET Standard Library and Platform Specific projects consume this common code by including it."
mobile,What is the basic architecture of Xamarin.Forms project?,Xamarin,"Xamarin.Forms can consists of four (this varies based on requirements) projects under one solution.
.NET Standard, PCL or Shared Project
iOS Project
Android Project
UWP Project
Here, .NET Standard, PCL or Shared Project contains all UI & Business logic inside it.
iOS, Android, UWP contains platform specific code containing Renderers or Dependency Services Implementations."
mobile,What is the difference between Margin and Padding properties?,Xamarin,"Margin property represents the distance between the element and its adjacent elements and is used to control the element's rendering position, and the rendering position of its neighbors. Margin can be specified on Layout and View classes.
Padding property represents the distance between an Element and the child elements of it and thus it is used to separate the control from its own content. Padding values can be specified on Layout classes.
Suppose, two adjacent elements have a margin of value 20 pixels assigned, what will be the distance between these two elements? Why?
The distance between two elements will be 40 pixels in this case, because, Margin property values are Additive. In addition to this, if Margin and Padding both are applied, then the distance between element and its content will be Margin + Padding."
mobile,Explain Lifecycle methods of Xamarin.Forms app.,Xamarin,"Lifecycle methods are set of methods which get executed when application enters into a specific state. Following are such methods:
OnStart: Executes when application starts from the beginning
OnSleep: Executes each time when application goes into the background
OnResume: Executes when application comes into the foreground from the Sleeping state"
mobile,What is Xamarin.Forms and what are the benefits of using it?,Xamarin,"Xamarin.Forms is a Cross-Platform Toolkit which helps share Business Logic as well as UI using XAML across all supported platforms.
It uses MVVM pattern along with Binding into the XAML UI to accomplish this. It produces pure native controls for each individual platforms. Using Xamarin.Forms, we can share the whole business logic as well as UI among all supporting platforms like iOS, Android and UWP. It also provides a way for platform specific customization of any native controls using Renderers. Thus, we can almost share about 80-90% of code across platforms. We can say Xamarin is the King of Cross Platforms."
mobile,How to store simple Key-Value data?,Xamarin,Xamarin.Forms's Application class exposes the Application.Current.Properties Dictionary which is used to store the simple Key-Value pair data. The Properties dictionary uses a string key and stores an object value.
mobile,How will you navigate from one page to another?,Xamarin,"On some button click event of First Page, we can call the following method, which will navigate to the second page:
await Navigation.PushAsync (new MySecondPageXaml (), true);
We have to use the ""Navigation"" property which is available under ContentPage class (XAML Page's code behind). So this navigation can be written in the Page's code behind file."
mobile,What is the difference between Xamarin.Forms & Xamarin Native?,Xamarin,"Xamarin.Forms is used when:
Less platform-specific code is required
Code sharing is more important than custom UI
UI is not complex
Xamarin Native is used when:
Lot of platform specific code is required
Custom UI is more important then code sharing
Many platform-specific APIs are used"
mobile,What is App.cs class?,Xamarin,"App.cs is the main class of the app which offers features like:
MainPage: It helps to set the initial page for the app.
Properties Dictionary: It helps us store simple values across lifecycle states.
Static Current Property: It gives the instance of the current application object."
mobile,Which Language are supported for Xamarin deelopment?,Xamarin,C# & F#
mobile,"What is a Module, and what does it contain?",Angular,"An Angular module is set of Angular basic building blocks like component, directives, services etc. An app can have more than one module.
A module can be created using @NgModule decorator.
@NgModule({
  imports:      [ BrowserModule ],
  declarations: [ AppComponent ],
  bootstrap:    [ AppComponent ]
})
export class AppModule { }"
mobile,What is Routing Guard in Angular?,Angular,"Angular’s route guards are interfaces which can tell the router whether or not it should allow navigation to a requested route. They make this decision by looking for a true or false return value from a class which implements the given guard interface.
There are five different types of guards and each of them is called in a particular sequence. The router’s behavior is modified differently depending on which guard is used. The guards are:
CanActivate
CanActivateChild
CanDeactivate
CanLoad
Resolve
Consider:
import { Injectable } from '@angular/core';
import { Router, CanActivate } from '@angular/router';
import { AuthService } from './auth.service';

@Injectable()
export class AuthGuardService implements CanActivate {
  constructor(public auth: AuthService, public router: Router) {}
  canActivate(): boolean {
    if (!this.auth.isAuthenticated()) {
      this.router.navigate(['login']);
      return false;
    }
    return true;
  }
}"
mobile,How would you run unit test?,Angular,"The Angular CLI downloads and install everything you need to test an Angular application with the Jasmine test framework.
The project you create with the CLI is immediately ready to test. Just run this one CLI command:
ng test"
mobile,What is the equivalent of ngShow and ngHide in Angular?,Angular,"Just bind to the hidden property:
[hidden]=""!myVar"""
mobile,What is the difference between @component and @Directive in Angular?,Angular,"Directives add behaviour to an existing DOM element or an existing component instance.
A component, rather than adding/modifying behaviour, actually creates its own view (hierarchy of DOM elements) with attached behaviour.
Write a component when you want to create a reusable set of DOM elements of UI with custom behaviour. Write a directive when you want to write reusable behaviour to supplement existing DOM elements."
mobile,What is a bootstrapping module?,Angular,"Every application has at least one Angular module, the root module that you bootstrap to launch the application is called as bootstrapping module. It is commonly known as AppModule. The default structure of AppModule generated by AngularCLI would be as follows:
 /* JavaScript imports */
 import {
     BrowserModule
 } from '@angular/platform-browser';
 import {
     NgModule
 } from '@angular/core';
 import {
     FormsModule
 } from '@angular/forms';
 import {
     HttpClientModule
 } from '@angular/common/http';

 import {
     AppComponent
 } from './app.component';

 /* the AppModule class with the @NgModule decorator */
 @NgModule({
     declarations: [
         AppComponent
     ],
     imports: [
         BrowserModule,
         FormsModule,
         HttpClientModule
     ],
     providers: [],
     bootstrap: [AppComponent]
 })
 export class AppModule {}"
mobile,What is the minimum definition of a Component?,Angular,"The absolute minimal configuration for a @Component in Angular is a template. Both template properties are set to optional because you have to define either template or templateUrl.
When you don't define them, you will get an exception like this:
No template specified for component 'ComponentName'
A selector property is not required, as you can also use your components in a route."
mobile,What is a Component? Why would you use it?,Angular,"Components are the most basic building block of an UI in an Angular application. An Angular application is a tree of Angular components. Angular components are a subset of directives. Unlike directives, components always have a template and only one component can be instantiated per an element in a template.
A component must belong to an NgModule in order for it to be usable by another component or application. To specify that a component is a member of an NgModule, you should list it in the declarations field of that NgModule.
@Component({selector: 'greet', template: 'Hello {{name}}!'})
class Greet {
  name: string = 'World';
}"
mobile,What are the differences between Angular JS(angular 1.x) and Angular(Angular 2.x and beyond)?,Angular,"Angular and AngularJS is basically a different framework with the same name.
Angular is more ready for the current state of web standards and the future state of the web (ES6\7, immutiablity, components, shadow DOM, service workers, mobile compatibilty, modules, typescript and so on and so on... )
Angular killed many main features in AngularJS like - controllers, $scope, directives (replaced with @component annotations), the module definition, and much more, even simple things like ng-repeat has not left the same as it was.
Also: 1. They added an angular cli. 2. Your angular code is written in ES6 Typescript and it compiles at runtime to Javascript in the browser. 3. You bind to your HTML similarly like how you would if in an Angular 1 directive. So variable like $scope and $rootScope have been deprecated."
mobile,What is Interpolation?,Angular,"Interpolation is a special syntax that Angular converts into property binding. It’s a convenient alternative to property binding. It is represented by double curly braces({{}}). The text between the braces is often the name of a component property. Angular replaces that name with the string value of the corresponding component property.
Let's take an example,
<h3>
      {{title}}
      <img src=""{{url}}"" style=""height:30px"">
</h3>
In the example above, Angular evaluates the title and url properties and fills in the blanks, first displaying a bold application title and then a URL."
mobile,What is the difference between *ngIf vs [hidden]?,Angular,*ngIf effectively removes its content from the DOM while [hidden] modifies the display property and only instructs the browser to not show the content but the DOM still contains it.
mobile,What are Observables?,Angular,"Observables are declarative which provide support for passing messages between publishers and subscribers in your application.
They are mainly used for event handling, asynchronous programming, and handling multiple values. In this case, you define a function for publishing values, but it is not executed until a consumer subscribes to it. The subscribed consumer then receives notifications until the function completes, or until they unsubscribe."
mobile,What is the difference between Structural and Attribute directives in Angular?,Angular,"Structural directives are used to alter the DOM layout by removing and adding DOM elements. It is far better in changing the structure of the view. Examples of Structural directives are NgFor and Nglf.
Attribute Directives These are being used as characteristics of elements. For example, a directive such as built-in NgStyle in the template Syntax guide is an attribute directive."
mobile,"What is a Service, and when will you use it?",Angular,"Angular services are singleton objects which get instantiated only once during the lifetime of an application. They contain methods that maintain data throughout the life of an application, i.e. data does not get refreshed and is available all the time. The main objective of a service is to organize and share business logic, models, or data and functions with different components of an Angular application.
The separation of concerns is the main reason why Angular services came into existence. An Angular service is a stateless object and provides some very useful functions."
mobile,What's the difference between an Angular Component and Module?,Angular,"Components control views (html). They also communicate with other components and services to bring functionality to your app.
Modules consist of one or more components. They do not control any html. Your modules declare which components can be used by components belonging to other modules, which classes will be injected by the dependency injector and which component gets bootstrapped. Modules allow you to manage your components to bring modularity to your app."
mobile,How would you protect a component being activated through the router?,Angular,"The Angular router ships with a feature called guards. These provide us with ways to control the flow of our application. We can stop a user from visitng certain routes, stop a user from leaving routes, and more. The overall process for protecting Angular routes:
Create a guard service: ng g guard auth
Create canActivate() or canActivateChild() methods
Use the guard when defining routes
// import the newly created AuthGuard
const routes: Routes = [
  {
    path: 'account',
    canActivate: [AuthGuard]
  }
];
Some other available guards:
CanActivate: Check if a user has access
CanActivateChild: Check if a user has access to any of the child routes
CanDeactivate: Can a user leave a page? For example, they haven't finished editing a post
Resolve: Grab data before the route is instantiated
CanLoad: Check to see if we can load the routes assets"
mobile,You have an HTML response I want to display. How do I do that?,Angular,"The correct syntax is the following:
<div [innerHTML]=""theHtmlString""></div>
Working in 5.2.6"
mobile,What is Observer?,Angular,"Observer is an interface for a consumer of push-based notifications delivered by an Observable. It has below structure,
    interface Observer<T> {
      closed?: boolean;
      next: (value: T) => void;
      error: (err: any) => void;
      complete: () => void;
    }
A handler that implements the Observer interface for receiving observable notifications will be passed as a parameter for observable as below,
    myObservable.subscribe(myObserver);
Note: If you don't supply a handler for a notification type, the observer ignores notifications of that type."
mobile,What is an Observable?,Angular,"An Observable is a unique Object similar to a Promise that can help manage async code. Observables are not part of the JavaScript language so we need to rely on a popular Observable library called RxJS.
The observables are created using new keyword. Let see the simple example of observable,
    import { Observable } from 'rxjs';

    const observable = new Observable(observer => {
      setTimeout(() => {
        observer.next('Hello from a Observable!');
      }, 2000);
    });`"
mobile,What is the purpose of base href tag?,Angular,"The routing application should add element to the index.html as the first child in the tag inorder to indicate how to compose navigation URLs. If app folder is the application root then you can set the href value as below
    <base href=""/"">"
fe,What is CSS selector specificity and how does it work?,CSS,"The browser determines what styles to show on an element depending on the specificity of CSS rules. We assume that the browser has already determined the rules that match a particular element. Among the matching rules, the specificity, four comma-separate values, `a, b, c, d` are calculated for each rule based on the following:
 1. `a` is whether inline styles are being used. If the property declaration is an inline style on the element, `a` is 1, else 0.
 2. `b` is the number of ID selectors.
 3. `c` is the number of classes, attributes and pseudo-classes selectors.
 4. `d` is the number of tags and pseudo-elements selectors.
 The resulting specificity is not a score, but a matrix of values that can be compared column by column. When comparing selectors to determine which has the highest specificity, look from left to right, and compare the highest value in each column. So a value in column `b` will override values in columns `c` and `d`, no matter what they might be. As such, specificity of `0,1,0,0` would be greater than one of `0,0,10,10`.
 In the cases of equal specificity: the latest rule is the one that counts. If you have written the same rule into your stylesheet (regardless of internal or external) twice, then the lower rule in your style sheet is closer to the element to be styled, it is deemed to be more specific and therefore will be applied.
 I would write CSS rules with low specificity so that they can be easily overridden if necessary. When writing CSS UI component library code, it is important that they have low specificities so that users of the library can override them without using too complicated CSS rules just for the sake of increasing specificity or resorting to `!important`.
 "
fe,"What's the difference between ""resetting"" and ""normalizing"" CSS? Which would you choose, and why?",CSS,"- **Resetting** - Resetting is meant to strip all default browser styling on elements. For e.g. `margin`s, `padding`s, `font-size`s of all elements are reset to be the same. You will have to redeclare styling for common typographic elements.
 - **Normalizing** - Normalizing preserves useful default styles rather than ""unstyling"" everything. It also corrects bugs for common browser dependencies.
 I would choose resetting when I have a very customized or unconventional site design such that I need to do a lot of my own styling and do not need any default styling to be preserved.
 "
fe,Describe `float`s and how they work.,CSS,"Float is a CSS positioning property. Floated elements remain a part of the flow of the page, and will affect the positioning of other elements (e.g. text will flow around floated elements), unlike `position: absolute` elements, which are removed from the flow of the page.
 The CSS `clear` property can be used to be positioned below `left`/`right`/`both` floated elements.
 If a parent element contains nothing but floated elements, its height will be collapsed to nothing. It can be fixed by clearing the float after the floated elements in the container but before the close of the container.
 The `.clearfix` hack uses a clever CSS [pseudo selector](#describe-pseudo-elements-and-discuss-what-they-are-used-for) (`::after`) to clear floats. Rather than setting the overflow on the parent, you apply an additional class `clearfix` to it. Then apply this CSS:
 ```css
 .clearfix::after {
   content: ' ';
   visibility: hidden;
   display: block;
   height: 0;
   clear: both;
 }
 ```
 Alternatively, give `overflow: auto` or `overflow: hidden` property to the parent element which will establish a new block formatting context inside the children and it will expand to contain its children.
 "
fe,Describe `z-index` and how stacking context is formed.,CSS,"The `z-index` property in CSS controls the vertical stacking order of elements that overlap. `z-index` only affects elements that have a `position` value which is not `static`.
 Without any `z-index` value, elements stack in the order that they appear in the DOM (the lowest one down at the same hierarchy level appears on top). Elements with non-static positioning (and their children) will always appear on top of elements with default static positioning, regardless of HTML hierarchy.
 A stacking context is an element that contains a set of layers. Within a local stacking context, the `z-index` values of its children are set relative to that element rather than to the document root. Layers outside of that context — i.e. sibling elements of a local stacking context — can't sit between layers within it. If an element B sits on top of element A, a child element of element A, element C, can never be higher than element B even if element C has a higher `z-index` than element B.
 Each stacking context is self-contained - after the element's contents are stacked, the whole element is considered in the stacking order of the parent stacking context. A handful of CSS properties trigger a new stacking context, such as `opacity` less than 1, `filter` that is not `none`, and `transform` that is not`none`.
 _Note: What exactly qualifies an element to create a stacking context is listed in this long set of [rules](https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Positioning/Understanding_z_index/The_stacking_context#The_stacking_context)._
 "
fe,Describe Block Formatting Context (BFC) and how it works.,CSS,"A Block Formatting Context (BFC) is part of the visual CSS rendering of a web page in which block boxes are laid out. Floats, absolutely positioned elements, `inline-blocks`, `table-cells`, `table-caption`s, and elements with `overflow` other than `visible` (except when that value has been propagated to the viewport) establish new block formatting contexts.
 Knowing how to establish a block formatting context is important, because without doing so, the containing box will not [contain floated children](https://developer.mozilla.org/en-US/docs/Web/Guide/CSS/Block_formatting_context#Make_float_content_and_alongside_content_the_same_height). This is similar to collapsing margins, but more insidious as you will find entire boxes collapsing in odd ways.
 A BFC is an HTML box that satisfies at least one of the following conditions:
 - The value of `float` is not `none`.
 - The value of `position` is neither `static` nor `relative`.
 - The value of `display` is `table-cell`, `table-caption`, `inline-block`, `flex`, or `inline-flex`, `grid`, or `inline-grid`.
 - The value of `overflow` is not `visible`.
 In a BFC, each box's left outer edge touches the left edge of the containing block (for right-to-left formatting, right edges touch).
 Vertical margins between adjacent block-level boxes in a BFC collapse. Read more on [collapsing margins](https://www.sitepoint.com/web-foundations/collapsing-margins/).
 "
fe,What are the various clearing techniques and which is appropriate for what context?,CSS,"- Empty `div` method - `<div style=""clear:both;""></div>`.
 - Clearfix method - Refer to the `.clearfix` class above.
 - `overflow: auto` or `overflow: hidden` method - Parent will establish a new block formatting context and expand to contains its floated children.
 In large projects, I would write a utility `.clearfix` class and use them in places where I need it. `overflow: hidden` might clip children if the children is taller than the parent and is not very ideal.
 "
fe,"Explain CSS sprites, and how you would implement them on a page or site.",CSS,"CSS sprites combine multiple images into one single larger image. It is a commonly-used technique for icons (Gmail uses it). How to implement it:
 1. Use a sprite generator that packs multiple images into one and generate the appropriate CSS for it.
 1. Each image would have a corresponding CSS class with `background-image`, `background-position` and `background-size` properties defined.
 1. To use that image, add the corresponding class to your element.
 **Advantages:**
 - Reduce the number of HTTP requests for multiple images (only one single request is required per spritesheet). But with HTTP2, loading multiple images is no longer much of an issue.
 - Advance downloading of assets that won't be downloaded until needed, such as images that only appear upon `:hover` pseudo-states. Blinking wouldn't be seen.
 "
fe,How would you approach fixing browser-specific styling issues?,CSS,"- After identifying the issue and the offending browser, use a separate style sheet that only loads when that specific browser is being used. This technique requires server-side rendering though.
 - Use libraries like Bootstrap that already handles these styling issues for you.
 - Use `autoprefixer` to automatically add vendor prefixes to your code.
 - Use Reset CSS or Normalize.css.
 - If you're using Postcss (or a similar transpiling library), there may be plugins which allow you to opt in for using modern CSS syntax (and even W3C proposals) that will transform those sections of your code into corresponding safe code that will work in the targets you've used.
 "
fe,How do you serve your pages for feature-constrained browsers? What techniques/processes do you use?,CSS,"- Graceful degradation - The practice of building an application for modern browsers while ensuring it remains functional in older browsers.
 - Progressive enhancement - The practice of building an application for a base level of user experience, but adding functional enhancements when a browser supports it.
 - Use [caniuse.com](https://caniuse.com/) to check for feature support.
 - Autoprefixer for automatic vendor prefix insertion.
 - Feature detection using [Modernizr](https://modernizr.com/).
 - Use CSS Feature queries [@support](https://developer.mozilla.org/en-US/docs/Web/CSS/@supports)
 "
fe,What are the different ways to visually hide content (and make it available only for screen readers)?,CSS,"These techniques are related to accessibility (a11y).
 - `width: 0; height: 0`. Make the element not take up any space on the screen at all, resulting in not showing it.
 - `position: absolute; left: -99999px`. Position it outside of the screen.
 - `text-indent: -9999px`. This only works on text within the `block` elements. This is a widely used and famous trick, but it comes with [some downsides](https://www.zeldman.com/2012/03/01/replacing-the-9999px-hack-new-image-replacement/) like causing performance issues, so you might want to consider using `text-indent: 100%` instead.
 - Meta tags. For example by using Schema.org, RDF, and JSON-LD.
 - WAI-ARIA. A W3C technical specification that specifies how to increase the accessibility of web pages.
 Even if WAI-ARIA is the ideal solution, I would go with the `absolute` positioning approach, as it has the least caveats, works for most elements and it's an easy technique.
 "
fe,"Have you ever used a grid system, and if so, what do you prefer?",CSS,"Before Flex became popular (around 2014), the `float`-based grid system was the most reliable because it still has the most browser support among the alternative existing systems (flex, grid). Bootstrap was using the `float` approach until Bootstrap 4 which switched to the `flex`-based approach. As of writing (2020), `flex` is the recommended approach for building grid systems and has [decent browser support](https://caniuse.com/#search=flex).
 For the adventurous, they can look into [CSS Grid Layout](https://css-tricks.com/snippets/css/complete-guide-grid/), which uses the shiny new `grid` property; it is even better than `flex` for building grid layouts and will be the de facto way to do so in the future.
 "
fe,Have you used or implemented media queries or mobile-specific layouts/CSS?,CSS,"Yes. An example would be transforming a stacked pill navigation into a fixed-bottom tab navigation beyond a certain breakpoint.
 "
fe,Are you familiar with styling SVG?,CSS,"Yes, there are several ways to color shapes (including specifying attributes on the object) using inline CSS, an embedded CSS section, or an external CSS file. Most SVG you'll find around the web use inline CSS, but there are advantages and disadvantages associated with each type.
 Basic coloring can be done by setting two attributes on the node: `fill` and `stroke`. `fill` sets the color inside the object and `stroke` sets the color of the line drawn around the object. You can use the same CSS color naming schemes that you use in HTML, whether that's color names (that is `red`), RGB values (that is `rgb(255,0,0)`), Hex values, RGBA values, etc.
 ```html
 <rect
   x=""10""
   y=""10""
   width=""100""
   height=""100""
   stroke=""blue""
   fill=""purple""
   fill-opacity=""0.5""
   stroke-opacity=""0.8"" />
 ```
 The above `fill=""purple""` is an example of a _presentational attribute_. Interestingly, and unlike inline styles like `style=""fill: purple""` which also happens to be an attribute, presentational attributes can be [overriden by CSS](https://css-tricks.com/presentation-attributes-vs-inline-styles/) styles defined in a stylesheet. So, if you did something like `svg { fill: blue; }` it would override the purple fill we've defined.
 "
fe,Can you give an example of an @media property other than screen?,CSS,"Yes, there are four types of @media properties (including _screen_):
 - `all` - for all media type devices
 - `print` - for printers
 - `speech` - for screenreaders that ""reads"" the page out loud
 - `screen` - for computer screens, tablets, smart-phones etc.
 Here is an example of `print` media type's usage:
 ```css
 @media print {
   body {
     color: black;
   }
 }
 ```
 "
fe,"What are some of the ""gotchas"" for writing efficient CSS?",CSS,"Firstly, understand that browsers match selectors from rightmost (key selector) to left. Browsers filter out elements in the DOM according to the key selector and traverse up its parent elements to determine matches. The shorter the length of the selector chain, the faster the browser can determine if that element matches the selector. Hence avoid key selectors that are tag and universal selectors. They match a large number of elements and browsers will have to do more work in determining if the parents do match.
 [BEM (Block Element Modifier)](https://bem.info/) methodology recommends that everything has a single class, and, where you need hierarchy, that gets baked into the name of the class as well, this naturally makes the selector efficient and easy to override.
 Be aware of which CSS properties [trigger](https://csstriggers.com/) reflow, repaint, and compositing. Avoid writing styles that change the layout (trigger reflow) where possible.
 "
fe,What are the advantages/disadvantages of using CSS preprocessors?,CSS,"**Advantages:**
 - CSS is made more maintainable.
 - Easy to write nested selectors.
 - Variables for consistent theming. Can share theme files across different projects.
 - Mixins to generate repeated CSS.
 - Sass features like loops, lists, and maps can make configuration easier and less verbose.
 - Splitting your code into multiple files. CSS files can be split up too but doing so will require an HTTP request to download each CSS file.
 **Disadvantages:**
 - Requires tools for preprocessing. Re-compilation time can be slow.
 - Not writing currently and potentially usable CSS. For example, by using something like [postcss-loader](https://github.com/postcss/postcss-loader) with [webpack](https://webpack.js.org/), you can write potentially future-compatible CSS, allowing you to use things like CSS variables instead of Sass variables. Thus, you're learning new skills that could pay off if/when they become standardized.
 "
fe,Describe what you like and dislike about the CSS preprocessors you have used.,CSS,"**Likes:**
 - Mostly the advantages mentioned above.
 - Less is written in JavaScript, which plays well with Node.
 **Dislikes:**
 - I use Sass via `node-sass`, which is a binding for LibSass written in C++. I have to frequently recompile it when switching between node versions.
 - In Less, variable names are prefixed with `@`, which can be confused with native CSS keywords like `@media`, `@import` and `@font-face` rule.
 "
fe,How would you implement a web design comp that uses non-standard fonts?,CSS,"Use `@font-face` and define `font-family` for different `font-weight`s.
 "
fe,Explain how a browser determines what elements match a CSS selector.,CSS,"This part is related to the above about [writing efficient CSS](#what-are-some-of-the-gotchas-for-writing-efficient-css). Browsers match selectors from rightmost (key selector) to left. Browsers filter out elements in the DOM according to the key selector and traverse up its parent elements to determine matches. The shorter the length of the selector chain, the faster the browser can determine if that element matches the selector.
 For example with this selector `p span`, browsers firstly find all the `<span>` elements and traverse up its parent all the way up to the root to find the `<p>` element. For a particular `<span>`, as soon as it finds a `<p>`, it knows that the `<span>` matches and can stop its matching.
 "
fe,Describe pseudo-elements and discuss what they are used for.,CSS,"A CSS pseudo-element is a keyword added to a selector that lets you style a specific part of the selected element(s). They can be used for decoration (`:first-line`, `:first-letter`) or adding elements to the markup (combined with `content: ...`) without having to modify the markup (`:before`, `:after`).
 - `:first-line` and `:first-letter` can be used to decorate text.
 - Used in the `.clearfix` hack as shown above to add a zero-space element with `clear: both`.
 - Triangular arrows in tooltips use `:before` and `:after`. Encourages separation of concerns because the triangle is considered part of styling and not really the DOM.
 "
fe,Explain your understanding of the box model and how you would tell the browser in CSS to render your layout in different box models.,CSS,"The CSS box model describes the rectangular boxes that are generated for elements in the document tree and laid out according to the visual formatting model. Each box has a content area (e.g. text, an image, etc.) and optional surrounding `padding`, `border`, and `margin` areas.
 The CSS box model is responsible for calculating:
 - How much space a block element takes up.
 - Whether or not borders and/or margins overlap, or collapse.
 - A box's dimensions.
 The box model has the following rules:
 - The dimensions of a block element are calculated by `width`, `height`, `padding`, `border`s, and `margin`s.
 - If no `height` is specified, a block element will be as high as the content it contains, plus `padding` (unless there are floats, for which see below).
 - If no `width` is specified, a non-floated block element will expand to fit the width of its parent minus `padding`.
 - The `height` of an element is calculated by the content's `height`.
 - The `width` of an element is calculated by the content's `width`.
 - By default, `padding`s and `border`s are not part of the `width` and `height` of an element.
 "
fe,What does `* { box-sizing: border-box; }` do? What are its advantages?,CSS,"- By default, elements have `box-sizing: content-box` applied, and only the content size is being accounted for.
 - `box-sizing: border-box` changes how the `width` and `height` of elements are being calculated, `border` and `padding` are also being included in the calculation.
 - The `height` of an element is now calculated by the content's `height` + vertical `padding` + vertical `border` width.
 - The `width` of an element is now calculated by the content's `width` + horizontal `padding` + horizontal `border` width.
 - Taking into account `padding`s and `border`s as part of our box model resonates better with how designers actually imagine content in grids.
 "
fe,What is the CSS `display` property and can you give a few examples of its use?,CSS,"- `none`, `block`, `inline`, `inline-block`, `flex`, `grid`, `table`, `table-row`, `table-cell`, `list-item`.
 | `display` | Description |
 | :-- | :-- |
 | `none` | Does not display an element (the element no longer affects the layout of the document). All child element are also no longer displayed. The document is rendered as if the element did not exist in the document tree |
 | `block` | The element consumes the whole line in the block direction (which is usually horizontal) |
 | `inline` | Elements can be laid out beside each other |
 | `inline-block` | Similar to `inline`, but allows some `block` properties like setting `width` and `height` |
 | `table` | Behaves like the `<table>` element |
 | `table-row` | Behaves like the `<tr>` element |
 | `table-cell` | Behaves like the `<td>` element |
 | `list-item` | Behaves like a `<li>` element which allows it to define `list-style-type` and `list-style-position` |
 "
fe,What's the difference between `inline` and `inline-block`?,CSS,"I shall throw in a comparison with `block` for good measure.
 |  | `block` | `inline-block` | `inline` |
 | --- | --- | --- | --- |
 | Size | Fills up the width of its parent container. | Depends on content. | Depends on content. |
 | Positioning | Start on a new line and tolerates no HTML elements next to it (except when you add `float`) | Flows along with other content and allows other elements beside it. | Flows along with other content and allows other elements beside it. |
 | Can specify `width` and `height` | Yes | Yes | No. Will ignore if being set. |
 | Can be aligned with `vertical-align` | No | Yes | Yes |
 | Margins and paddings | All sides respected. | All sides respected. | Only horizontal sides respected. Vertical sides, if specified, do not affect layout. Vertical space it takes up depends on `line-height`, even though the `border` and `padding` appear visually around the content. |
 | Float | - | - | Becomes like a `block` element where you can set vertical margins and paddings. |
 "
fe,"What's the difference between a `relative`, `fixed`, `absolute` and `static`ally positioned element?",CSS,"A positioned element is an element whose computed `position` property is either `relative`, `absolute`, `fixed` or `sticky`.
 - `static` - The default position; the element will flow into the page as it normally would. The `top`, `right`, `bottom`, `left` and `z-index` properties do not apply.
 - `relative` - The element's position is adjusted relative to itself, without changing layout (and thus leaving a gap for the element where it would have been had it not been positioned).
 - `absolute` - The element is removed from the flow of the page and positioned at a specified position relative to its closest positioned ancestor if any, or otherwise relative to the initial containing block. Absolutely positioned boxes can have margins, and they do not collapse with any other margins. These elements do not affect the position of other elements.
 - `fixed` - The element is removed from the flow of the page and positioned at a specified position relative to the viewport and doesn't move when scrolled.
 - `sticky` - Sticky positioning is a hybrid of relative and fixed positioning. The element is treated as `relative` positioned until it crosses a specified threshold, at which point it is treated as `fixed` positioned.
 "
fe,"What existing CSS frameworks have you used locally, or in production? How would you change/improve them?",CSS,"- **Bootstrap** - Slow release cycle. Bootstrap 4 has been in alpha for almost 2 years. Add a spinner button component, as it is widely used.
 - **Semantic UI** - Source code structure makes theme customization extremely hard to understand. Its unconventional theming system is a pain to customize. Hardcoded config path within the vendor library. Not well-designed for overriding variables unlike in Bootstrap.
 - **Bulma** - A lot of non-semantic and superfluous classes and markup required. Not backward compatible. Upgrading versions breaks the app in subtle manners.
 "
fe,Have you played around with the new CSS Flexbox or Grid specs?,CSS,"Yes. Flexbox is mainly meant for 1-dimensional layouts while Grid is meant for 2-dimensional layouts.
 Flexbox solves many common problems in CSS, such as vertical centering of elements within a container, sticky footer, etc. Bootstrap and Bulma are based on Flexbox, and it is probably the recommended way to create layouts these days. Have tried Flexbox before but ran into some browser incompatibility issues (Safari) in using `flex-grow`, and I had to rewrite my code using `inline-blocks` and math to calculate the widths in percentages, it wasn't a nice experience.
 Grid is by far the most intuitive approach for creating grid-based layouts (it better be!) but browser support is not wide at the moment.
 "
